"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"cots_camera:Camera_Properties:2              cots_camera:exit_pupil_position:1           ","Attribute","exit_pupil_position","n/a","cots_camera","Indicates the location of the exit pupil relative to the camera body or lens mount. This is typically measured in millimeters, affecting how light enters the camera. ","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Camera_Properties:2              cots_camera:flash_info_version:1            ","Attribute","flash_info_version","n/a","cots_camera","Indicates the version of the flash-related metadata recorded. ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Properties:2              cots_camera:raw_image_center_line:1         ","Attribute","raw_image_center_line","n/a","cots_camera","Specifies the coordinates of the center of the raw image as captired by the sensor","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Properties:2              cots_camera:raw_image_center_sample:1       ","Attribute","raw_image_center_sample","n/a","cots_camera","TODO","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Properties:2              cots_camera:shutter_count:1                 ","Attribute","shutter_count","n/a","cots_camera","Indicates the number of times the camera's shutter has been actuated since it's first use. ","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Settings:1               ","Class","Camera_Settings","1.0","cots_camera","The Camera_Settings class contains parameters describing shooting mode, processing, and image correction controls.","img","","","","","","","","","","",""
"cots_camera:Camera_Settings:2                cots_camera:bracket_set:1                   ","Attribute","bracket_set","n/a","cots_camera","Records the specific type of bracketing enabled in the camera","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:color_balance_version:1         ","Attribute","color_balance_version","n/a","cots_camera","Indicates the version of the color balance adjustments or algorithms applied to the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:custom_settings_bank:1          ","Attribute","custom_settings_bank","n/a","cots_camera","Numeric identifier representing the custom settings bank in use (e.g. Bank 1, Bank 2). The Custom Settings Bank allows users to store and select customized camera settings for specific shooting scenarios.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:diffraction_compensation:1      ","Attribute","diffraction_compensation","n/a","cots_camera","Applies sharpening to mitigate the softening effects of diffraction at small apertures","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:distortion_correction:1         ","Attribute","distortion_correction","n/a","cots_camera","Indicates whether distortion correction is applied","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:radial_distortion_coefficient_1:1","Attribute","radial_distortion_coefficient_1","n/a","cots_camera","First coefficient (A) of a polynomial warp algorithm, similar to Brown's distortion model. Calculates the corrected radius (r') as a function of distortied radius from the center of the image (r) and the coefficients A,B,C via: r' = Ar^3 + Br^2 + Cr","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Camera_Settings:2                cots_camera:radial_distortion_coefficient_2:1","Attribute","radial_distortion_coefficient_2","n/a","cots_camera","Second coefficient (B) of a polynomial warp algorithm, similar to Brown's distortion model. Calculates the corrected radius (r') as a function of distortied radius from the center of the image (r) and the coefficients A,B,C via: r' = Ar^3 + Br^2 + Cr","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Camera_Settings:2                cots_camera:radial_distortion_coefficient_3:1","Attribute","radial_distortion_coefficient_3","n/a","cots_camera","Third coefficient (C) of a polynomial warp algorithm, similar to Brown's distortion model. Calculates the corrected radius (r') as a function of distortied radius from the center of the image (r) and the coefficients A,B,C via: r' = Ar^3 + Br^2 + Cr","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Camera_Settings:2                cots_camera:flash_mode:1                    ","Attribute","flash_mode","n/a","cots_camera","Specifies the specific settings for the flash during the exposure, such as Normal or Red-Eye Reduction.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:flicker_reduction:1             ","Attribute","flicker_reduction","n/a","cots_camera","Refers to a feature that helps reduce the effects of flickering light sources, such as flourescent or LED lights, which can cause banding or unwanted color shifts in images. Flicker reduction aims to synchronize the camera's shutter speed with the frequency of flickering lights, minimizing artifacts and ensuring more consistent exposure and color balance. ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:flicker_reduction_indicator:1   ","Attribute","flicker_reduction_indicator","n/a","cots_camera","Indicates whether flicker reduction was used during the exposure, expressed as On or Off.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:high_iso_noise_reduction:1      ","Attribute","high_iso_noise_reduction","n/a","cots_camera","Indicates the method used in applying High ISO Noise Reduction.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:noise_reduction:1               ","Attribute","noise_reduction","n/a","cots_camera","Refers to whether the camera applied noise reduction algorithms to high-ISO images. Typically shown as On or Off.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:hue:1                           ","Attribute","hue","n/a","cots_camera","A numeric scale or percentage of adjustment to the overall color tint of the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:saturation:1                    ","Attribute","saturation","n/a","cots_camera","A numeric scale or percentage of intensity of colors in the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:contrast:1                      ","Attribute","contrast","n/a","cots_camera","Reflects the difference in brightness between the darkest and lightest parts of the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:brightness:1                    ","Attribute","brightness","n/a","cots_camera","Measures the overall lightness or darkness of the image as captured","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:sharpness:1                     ","Attribute","sharpness","n/a","cots_camera","Refers to the clarity and detail in the image expressed in a numerical scale (e.g., 0 to 100)","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:clarity:1                       ","Attribute","clarity","n/a","cots_camera","Indicates the setting adjustment of the midtone contrast of an image. This adjustment affects the perceived sharpness and detail, specially the midtones, enhancing the overall texture without significantly altering highlights and shadows.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:shooting_mode:1                 ","Attribute","shooting_mode","n/a","cots_camera","Indicates the camera mode at the time of capture, affecting settings like focus and exposure. Includes Single Shot, Continuous, or Timer, depending on the capabilities of the camera.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:shutter_mode:1                  ","Attribute","shutter_mode","n/a","cots_camera","Indicates shutter mode (for example, mechanical vs. electronic)","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:shot_info_version:1             ","Attribute","shot_info_version","n/a","cots_camera","Indicates the version of detailed shooting parameters used for parsing specific camera settings.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:vibration_reduction_type:1      ","Attribute","vibration_reduction_type","n/a","cots_camera","Specifies the method used for vibration reduction stabilization. This includes mechanisms such as lens-based (VR/Optical), in-body (IBIS), and synchro VR.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:vignette_control:1              ","Attribute","vignette_control","n/a","cots_camera","Indicates whether the camera applied any correction for vignetting (brightness fall-off around corners).","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:vignette_coefficient_1:1        ","Attribute","vignette_coefficient_1","n/a","cots_camera","First coefficient for vignette correction polynomial.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Camera_Settings:2                cots_camera:vignette_coefficient_2:1        ","Attribute","vignette_coefficient_2","n/a","cots_camera","Second coefficient for vignette correction polynomial.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Camera_Settings:2                cots_camera:vignette_coefficient_3:1        ","Attribute","vignette_coefficient_3","n/a","cots_camera","Third coefficient for vignette correction polynomial.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Exposure:1                      ","Class","Exposure","1.0","cots_camera","The Exposure class contains attributes identifying camera exposure configuration. This includes single shot, exposure bracketing, and burst mode operations.","img","","","","","","","","","","",""
"cots_camera:Exposure:2                       cots_camera:auto_bracket_mode_m:1           ","Attribute","auto_bracket_mode_m","n/a","cots_camera","Refers to the specific mode used for exposure bracketing, often expressed in terms of settings. Could include modes like Exposure, Flash, or White Balance bracketing.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:auto_bracket_order:1            ","Attribute","auto_bracket_order","n/a","cots_camera","Denotes the order in which bracketed images are taken, such as whether they are taken from underexposed to overexposed, or vice versa.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:burst_group_id:1                ","Attribute","burst_group_id","n/a","cots_camera","A number assigned to all expsoures in a burst group within a single press of the shutter.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Exposure:2                       cots_camera:center_weighted_area_size:1     ","Attribute","center_weighted_area_size","n/a","cots_camera","Defines the portion of the frame that the camera evaluates for exposure in Center-Weighted metering mode. This is typically expressed as a percentage.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Exposure:2                       cots_camera:cl_mode_shooting_speed:1        ","Attribute","cl_mode_shooting_speed","n/a","cots_camera","Continuous Low mode shooting speed indicates the frame rate at which the camera captures image in continuous low mode. Usually expressed in frames per second (fps).","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:easy_exposure_compensation:1    ","Attribute","easy_exposure_compensation","n/a","cots_camera","Indicates whether the +/- button was needed to set exposure compensation with the main command dial","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_bracket_value:1        ","Attribute","exposure_bracket_value","n/a","cots_camera","Indicates the amount by which exposure is varied in a series of bracketed shots. Represented in stops (e.g., +/- 1.0)","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
